test_set,blur_size,noise_level,accuracy,f1,confidence_overall,precision_immune,precision_other,precision_stromal,precision_tumour,recall_immune,recall_other,recall_stromal,recall_tumour,confidence_immune,confidence_other,confidence_stromal,confidence_tumour
3,7,3,0.34375,0.31110819077362345,0.6830596,0.9473684210526315,0.19693251533742331,0.5590465872156013,0.3641456582633053,0.018,0.321,0.516,0.52,0.41331226,0.6941647,0.71695405,0.66332644
3,9,3,0.327,0.2948515095656913,0.6951367,0.875,0.203125,0.5330700888450148,0.3597989949748744,0.007,0.403,0.54,0.358,0.39494017,0.7050712,0.7412273,0.63311297
3,19,3,0.30575,0.2501684006760185,0.74759334,0.9285714285714286,0.20300125052105045,0.4697535474234503,0.3790322580645161,0.013,0.487,0.629,0.094,0.47172466,0.7541697,0.7775293,0.5389149
3,0,5,0.48225,0.4697830751361126,0.61915076,0.7812041116005873,0.22075782537067545,0.39051269765213226,0.7168,0.532,0.134,0.815,0.448,0.6507201,0.5085642,0.72478294,0.6237429
3,1,5,0.5285,0.5074870374782591,0.6218639,0.746031746031746,0.24229979466119098,0.427519818799547,0.6788793103448276,0.611,0.118,0.755,0.63,0.6686244,0.5235905,0.7141903,0.62644064
3,3,5,0.449,0.43093581338619585,0.62914085,0.7867132867132867,0.23625843780135006,0.49293563579277866,0.49750534568781185,0.225,0.245,0.628,0.698,0.5798065,0.55461055,0.72150666,0.67132956
3,5,5,0.3565,0.317061118546833,0.68123424,1.0,0.2098907418056354,0.5365612648221344,0.41426282051282054,0.001,0.365,0.543,0.517,0.32438773,0.6639763,0.75163656,0.6402265
3,7,5,0.33175,0.29604561205494057,0.7086722,0.0,0.21405152224824356,0.534516765285996,0.3854289071680376,0.0,0.457,0.542,0.328,nan,0.69841605,0.773008,0.60598373
3,9,5,0.31925,0.2767726236374282,0.73260415,0.0,0.21419624217119,0.5118829981718465,0.39921722113502933,0.0,0.513,0.56,0.204,nan,0.721958,0.79124916,0.5752851
3,19,5,0.299,0.22661620078422484,0.79781985,0.0,0.20530063291139242,0.46384222059897734,0.4077669902912621,0.0,0.519,0.635,0.042,nan,0.7909513,0.82408786,0.5226329
3,0,10,0.305,0.22302803636281074,0.67394793,0.8717948717948718,0.14010507880910683,0.2939337085678549,0.8333333333333334,0.17,0.08,0.94,0.03,0.56360906,0.5578855,0.78118503,0.5186601
3,1,10,0.32775,0.2653499294322883,0.65739256,0.872093023255814,0.16034985422740525,0.30725319006044327,0.782051282051282,0.225,0.11,0.915,0.061,0.5830124,0.55268496,0.76852787,0.52459556
3,3,10,0.3145,0.2471505733548156,0.6551252,1.0,0.19180421172453044,0.3829374697043141,0.7048192771084337,0.014,0.337,0.79,0.117,0.42034075,0.59950995,0.7504753,0.5676702
3,5,10,0.30525,0.23195394457566718,0.71979374,0.0,0.20522235822113424,0.4546075085324232,0.6190476190476191,0.0,0.503,0.666,0.052,nan,0.69728464,0.75884545,0.5440346
